PG_IDX,Power,INFEASIBLE,Constraint_Distance,Constraint,SNBS,SNBS_u,SNBS_ω,SURV,SURV_u,SURV_ω,NodeClass,degree,betweenness
513909649368406544,-0.6531810348193281,0.0,1.0,1.0,1.0,1.0,1.0,0.964,0.964,1.0,Bulk,2,0.0
513909649368406544,-0.16090356747757428,0.016,1.0,0.0,0.984,0.984,0.984,0.4,0.4,0.984,Bulk,2,0.013330584759156189
513909649368406544,-0.7759328679172743,0.0,1.0,0.0,0.744,0.744,0.744,0.308,0.308,0.744,Sparse Sprout,1,0.0
513909649368406544,-0.9476376805871997,0.172,1.0,0.0,0.82,0.82,0.82,0.348,0.348,0.82,Bulk,2,0.0
513909649368406544,-0.4506095480188012,0.048,2.0,0.0,0.952,0.952,0.952,0.272,0.272,0.92,Bulk,2,0.0032295746581460856
513909649368406544,-0.8872274955032143,0.008,1.0,1.0,0.992,0.992,0.992,0.572,0.572,0.992,Bulk,2,0.005418126846698275
513909649368406544,-0.3006053000799253,0.22,2.0,0.0,0.78,0.78,0.78,0.392,0.392,0.78,Root,3,0.046780732495018205
513909649368406544,0.09959418854199349,0.0,2.0,0.0,1.0,1.0,1.0,0.272,0.272,0.98,Sparse Sprout,1,0.0
513909649368406544,-0.9680780318879363,0.156,1.0,0.0,0.844,0.844,0.844,0.284,0.284,0.844,Bulk,2,0.008680586231606642
513909649368406544,0.6048712317478859,0.084,1.0,0.0,0.916,0.916,0.916,0.32,0.32,0.908,Bulk,2,0.006665292379578094
513909649368406544,-0.16882023589863293,0.0,1.0,1.0,1.0,1.0,1.0,0.728,0.728,1.0,Sparse Sprout,1,0.0
513909649368406544,0.3705720288851646,0.036,3.0,0.0,0.964,0.964,0.964,0.372,0.372,0.912,Sparse Sprout,1,0.0
513909649368406544,-0.857398603237346,0.0,1.0,1.0,0.976,0.976,1.0,0.92,0.92,1.0,Sparse Sprout,1,0.0
2901402447576923327,Slack,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bulk,6,0.10961810584568772
2901402447576923327,0.3642875302853732,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bulk,9,0.3403707689731188
2901402447576923327,-0.23232995746076301,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Bulk,6,0.29112883554751195
2901402447576923327,0.6620558908913691,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Root,9,0.15566427891721646
2901402447576923327,0.9856160705886006,0.0,1.0,1.0,1.0,1.0,1.0,0.96,0.96,1.0,Bulk,6,0.05803493158162298
2901402447576923327,0.5526826843744036,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Root,6,0.10460263470467557
2901402447576923327,-0.21385025457497192,0.0,1.0,1.0,1.0,1.0,1.0,0.84,0.84,1.0,Root,6,0.1575868827569507
2901402447576923327,-0.04278537463743298,0.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,Bulk,3,0.023165326736755303
2901402447576923327,-0.04067334622132213,0.0,1.0,0.0,1.0,1.0,1.0,0.628,0.628,1.0,Bulk,5,0.08244611500641184
2901402447576923327,0.28538631321003183,0.0,1.0,1.0,1.0,1.0,1.0,0.956,0.956,1.0,Bulk,4,0.07881912745858329
2901402447576923327,-0.30169140320011845,0.0,1.0,1.0,1.0,1.0,1.0,0.788,0.788,1.0,Bulk,4,0.03422269340636687
2901402447576923327,0.2439832097565059,0.0,1.0,1.0,1.0,1.0,1.0,0.624,0.624,1.0,Bulk,3,0.03155019583591011
2901402447576923327,0.5452563849756219,0.0,1.0,0.0,1.0,1.0,1.0,0.648,0.648,1.0,Bulk,7,0.14741928517438715
